File Path,Start Time,End Time,Bandwidth (bps),TCP Count,UDP Count
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_34_10_wired.pcap,2025-02-01T18:58:08-05:00,2025-02-01T19:00:30-05:00,136928.31,3995,320
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_35_07_wireless.pcap,2025-02-01T19:00:30-05:00,2025-02-01T19:00:43-05:00,1180.67,0,94
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_35_10_wired.pcap,2025-02-01T19:00:43-05:00,2025-02-01T19:02:58-05:00,143481.07,4072,91
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_36_07_wireless.pcap,2025-02-01T19:02:58-05:00,2025-02-01T19:03:04-05:00,2666.09,0,97
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_36_10_wired.pcap,2025-02-01T19:03:04-05:00,2025-02-01T19:05:05-05:00,160207.29,3925,70
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_37_07_wireless.pcap,2025-02-01T19:05:05-05:00,2025-02-01T19:05:11-05:00,5194.57,0,146
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_37_10_wired.pcap,2025-02-01T19:05:11-05:00,2025-02-01T19:07:10-05:00,163609.25,3993,95
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_38_07_wireless.pcap,2025-02-01T19:07:10-05:00,2025-02-01T19:07:16-05:00,2960.96,0,95
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_38_10_wired.pcap,2025-02-01T19:07:16-05:00,2025-02-01T19:09:12-05:00,168571.55,4027,104
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_39_07_wireless.pcap,2025-02-01T19:09:12-05:00,2025-02-01T19:09:18-05:00,3683.17,2,130
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_39_10_wired.pcap,2025-02-01T19:09:18-05:00,2025-02-01T19:11:02-05:00,179611.03,3808,101
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_40_07_wireless.pcap,2025-02-01T19:11:02-05:00,2025-02-01T19:11:08-05:00,2160.77,0,80
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_40_10_wired.pcap,2025-02-01T19:11:08-05:00,2025-02-01T19:13:23-05:00,140867.22,3813,110
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_41_07_wireless.pcap,2025-02-01T19:13:23-05:00,2025-02-01T19:13:29-05:00,3983.45,0,118
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_41_10_wired.pcap,2025-02-01T19:13:29-05:00,2025-02-01T19:15:22-05:00,136068.77,3145,125
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_42_07_wireless.pcap,2025-02-01T19:15:22-05:00,2025-02-01T19:15:28-05:00,3244.05,0,101
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_42_10_wired.pcap,2025-02-01T19:15:28-05:00,2025-02-01T19:17:09-05:00,191507.53,3943,116
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_43_07_wireless.pcap,2025-02-01T19:17:09-05:00,2025-02-01T19:17:15-05:00,3178.94,0,106
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_43_10_wired.pcap,2025-02-01T19:17:15-05:00,2025-02-01T19:19:25-05:00,149452.35,3996,95
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_44_07_wireless.pcap,2025-02-01T19:19:25-05:00,2025-02-01T19:19:31-05:00,2219.16,0,83
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_44_10_wired.pcap,2025-02-01T19:19:31-05:00,2025-02-01T19:21:21-05:00,176686.02,3886,95
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_45_07_wireless.pcap,2025-02-01T19:21:21-05:00,2025-02-01T19:21:27-05:00,2376.78,0,89
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_45_10_wired.pcap,2025-02-01T19:21:27-05:00,2025-02-01T19:23:16-05:00,177265.32,3926,83
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_46_07_wireless.pcap,2025-02-01T19:23:16-05:00,2025-02-01T19:23:22-05:00,2972.63,0,103
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_46_10_wired.pcap,2025-02-01T19:23:22-05:00,2025-02-01T19:25:03-05:00,191412.01,3923,132
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_47_07_wireless.pcap,2025-02-01T19:25:03-05:00,2025-02-01T19:25:17-05:00,2235.26,0,119
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_47_10_wired.pcap,2025-02-01T19:25:17-05:00,2025-02-01T19:27:00-05:00,189373.99,4130,118
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_48_07_wireless.pcap,2025-02-01T19:27:00-05:00,2025-02-01T19:27:06-05:00,2339.55,0,86
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_48_10_wired.pcap,2025-02-01T19:27:06-05:00,2025-02-01T19:28:50-05:00,186660.41,4105,112
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_49_07_wireless.pcap,2025-02-01T19:28:50-05:00,2025-02-01T19:29:02-05:00,1409.70,0,111
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_49_10_wired.pcap,2025-02-01T19:29:02-05:00,2025-02-01T19:30:56-05:00,170246.73,3945,101
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_50_07_wireless.pcap,2025-02-01T19:30:56-05:00,2025-02-01T19:31:02-05:00,3756.64,0,112
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_50_10_wired.pcap,2025-02-01T19:31:02-05:00,2025-02-01T19:42:19-05:00,346624.52,38081,104
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_51_07_wireless.pcap,2025-02-01T19:42:19-05:00,2025-02-01T19:42:25-05:00,3036.09,0,109
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_51_10_wired.pcap,2025-02-01T19:42:25-05:00,2025-02-01T19:44:53-05:00,211043.01,5346,87
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_52_07_wireless.pcap,2025-02-01T19:44:53-05:00,2025-02-01T19:44:59-05:00,3873.33,0,111
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_52_10_wired.pcap,2025-02-01T19:44:59-05:00,2025-02-01T19:46:45-05:00,181077.12,3924,121
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_53_08_wireless.pcap,2025-02-01T19:46:45-05:00,2025-02-01T19:47:00-05:00,1113.34,0,100
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_53_10_wired.pcap,2025-02-01T19:47:00-05:00,2025-02-01T19:48:52-05:00,173313.79,3844,80
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_54_08_wireless.pcap,2025-02-01T19:48:52-05:00,2025-02-01T19:48:58-05:00,2350.85,0,89
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_54_10_wired.pcap,2025-02-01T19:48:58-05:00,2025-02-01T19:50:23-05:00,227106.20,3913,105
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_55_08_wireless.pcap,2025-02-01T19:50:23-05:00,2025-02-01T19:50:37-05:00,1459.66,0,106
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_55_10_wired.pcap,2025-02-01T19:50:37-05:00,2025-02-01T19:52:25-05:00,180363.57,3946,118
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_56_08_wireless.pcap,2025-02-01T19:52:25-05:00,2025-02-01T19:52:31-05:00,2692.01,0,90
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_56_10_wired.pcap,2025-02-01T19:52:31-05:00,2025-02-01T19:54:28-05:00,173347.79,4263,122
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_57_08_wireless.pcap,2025-02-01T19:54:28-05:00,2025-02-01T19:54:34-05:00,4178.76,0,117
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_57_10_wired.pcap,2025-02-01T19:54:34-05:00,2025-02-01T19:56:02-05:00,220777.43,3833,111
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_58_08_wireless.pcap,2025-02-01T19:56:02-05:00,2025-02-01T19:56:08-05:00,2215.03,0,82
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_58_10_wired.pcap,2025-02-01T19:56:08-05:00,2025-02-01T19:57:53-05:00,180386.31,3750,82
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_59_08_wireless.pcap,2025-02-01T19:57:53-05:00,2025-02-01T19:58:08-05:00,1005.95,0,99
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_59_10_wired.pcap,2025-02-01T19:58:08-05:00,2025-02-01T20:00:23-05:00,145669.08,4061,97
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_00_08_wireless.pcap,2025-02-01T20:00:23-05:00,2025-02-01T20:00:35-05:00,1106.64,0,80
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_00_10_wired.pcap,2025-02-01T20:00:35-05:00,2025-02-01T20:02:33-05:00,164372.55,4234,109
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_01_08_wireless.pcap,2025-02-01T20:02:33-05:00,2025-02-01T20:02:39-05:00,3085.89,0,107
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_01_10_wired.pcap,2025-02-01T20:02:39-05:00,2025-02-01T20:04:21-05:00,189925.39,4004,105
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_02_08_wireless.pcap,2025-02-01T20:04:21-05:00,2025-02-01T20:04:33-05:00,3221.89,10,134
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_02_10_wired.pcap,2025-02-01T20:04:33-05:00,2025-02-01T20:06:30-05:00,164855.26,4063,156
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_03_08_wireless.pcap,2025-02-01T20:06:30-05:00,2025-02-01T20:06:36-05:00,2416.70,0,95
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_03_10_wired.pcap,2025-02-01T20:06:36-05:00,2025-02-01T20:08:16-05:00,193860.76,4025,101
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_04_08_wireless.pcap,2025-02-01T20:08:16-05:00,2025-02-01T20:08:30-05:00,1034.66,5,89
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_04_10_wired.pcap,2025-02-01T20:08:30-05:00,2025-02-01T20:10:18-05:00,179108.31,3906,128
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_05_08_wireless.pcap,2025-02-01T20:10:18-05:00,2025-02-01T20:10:24-05:00,2365.72,0,88
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_05_10_wired.pcap,2025-02-01T20:10:24-05:00,2025-02-01T20:12:10-05:00,184930.40,4035,123
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_06_08_wireless.pcap,2025-02-01T20:12:10-05:00,2025-02-01T20:12:16-05:00,2252.61,0,85
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_06_10_wired.pcap,2025-02-01T20:12:16-05:00,2025-02-01T20:14:48-05:00,129928.14,4235,112
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_07_08_wireless.pcap,2025-02-01T20:14:48-05:00,2025-02-01T20:15:03-05:00,1698.19,0,118
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_07_10_wired.pcap,2025-02-01T20:15:03-05:00,2025-02-01T20:16:52-05:00,178032.87,3905,90
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_08_08_wireless.pcap,2025-02-01T20:16:52-05:00,2025-02-01T20:17:06-05:00,1047.78,0,89
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_08_10_wired.pcap,2025-02-01T20:17:06-05:00,2025-02-01T20:19:15-05:00,150808.31,3926,80
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_09_08_wireless.pcap,2025-02-01T20:19:15-05:00,2025-02-01T20:19:21-05:00,2552.44,0,98
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_09_10_wired.pcap,2025-02-01T20:19:21-05:00,2025-02-01T20:22:05-05:00,96948.72,3726,116
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_10_08_wireless.pcap,2025-02-01T20:22:05-05:00,2025-02-01T20:22:11-05:00,3895.52,0,111
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_10_10_wired.pcap,2025-02-01T20:22:11-05:00,2025-02-01T20:23:38-05:00,169618.89,2853,133
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_11_08_wireless.pcap,2025-02-01T20:23:38-05:00,2025-02-01T20:24:06-05:00,3489.75,125,232
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_11_10_wired.pcap,2025-02-01T20:24:06-05:00,2025-02-01T20:26:18-05:00,127813.57,3637,194
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_12_08_wireless.pcap,2025-02-01T20:26:18-05:00,2025-02-01T20:26:33-05:00,1399.91,12,94
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_12_10_wired.pcap,2025-02-01T20:26:33-05:00,2025-02-01T20:28:40-05:00,151771.89,3989,127
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_13_08_wireless.pcap,2025-02-01T20:28:40-05:00,2025-02-01T20:28:54-05:00,1776.63,9,124
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_13_10_wired.pcap,2025-02-01T20:28:54-05:00,2025-02-01T20:31:12-05:00,139723.61,3889,97
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_14_08_wireless.pcap,2025-02-01T20:31:12-05:00,2025-02-01T20:31:18-05:00,3204.60,15,104
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_14_10_wired.pcap,2025-02-01T20:31:18-05:00,2025-02-01T20:33:39-05:00,138861.54,4182,104
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_15_08_wireless.pcap,2025-02-01T20:33:39-05:00,2025-02-01T20:33:45-05:00,3741.66,0,116
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_15_10_wired.pcap,2025-02-01T20:33:45-05:00,2025-02-01T20:35:53-05:00,151084.96,4070,103
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_16_08_wireless.pcap,2025-02-01T20:35:53-05:00,2025-02-01T20:35:59-05:00,2303.41,4,86
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_16_11_wired.pcap,2025-02-01T20:35:59-05:00,2025-02-01T20:37:58-05:00,164078.84,4035,66
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_17_08_wireless.pcap,2025-02-01T20:37:58-05:00,2025-02-01T20:38:04-05:00,6366.18,0,147
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_17_11_wired.pcap,2025-02-01T20:38:04-05:00,2025-02-01T20:39:45-05:00,189750.57,3927,64
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_18_08_wireless.pcap,2025-02-01T20:39:45-05:00,2025-02-01T20:39:51-05:00,2073.33,0,79
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_18_11_wired.pcap,2025-02-01T20:39:51-05:00,2025-02-01T20:41:38-05:00,181226.11,3959,94
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_19_08_wireless.pcap,2025-02-01T20:41:38-05:00,2025-02-01T20:41:44-05:00,4374.52,0,140
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_19_11_wired.pcap,2025-02-01T20:41:44-05:00,2025-02-01T20:43:24-05:00,159842.86,3121,94
/home/umd-user/Downloads/Scripts/benign1/2023-10-31-10_20_08_wireless.pcap,2025-02-01T20:43:24-05:00,2025-02-01T20:43:30-05:00,2413.85,0,90
